character,ep_title,text
VINA,The Cage,With illusion they can make your crew work the wrong controls or push any button it takes to destroy your ship.
VINA,The Cage,What is that?
VINA,The Cage,"If, if you all think it's this important, then I can't go either."
VINA,The Cage,"I suppose if they have one human being, they might try again."
VINA,The Cage,He means that they can't use you.
VINA,The Cage,You're free to go back to the ship.
VINA,The Cage,I can't.
VINA,The Cage,I can't go with you.
VINA,The Cage,You see why I can't go with you.
VINA,The Cage,"They found me in the wreckage, dying."
VINA,The Cage,A lump of flesh.
VINA,The Cage,They rebuilt me.
VINA,The Cage,Everything works.
VINA,The Cage,But they had never seen a human.
VINA,The Cage,They had no guide for putting me back together.
TALOSIAN,The Cage,"It appears, Magistrate, that the intelligence of the specimen is shockingly limited."
TALOSIAN,The Cage,"Thousands of us are already probing the creature's thoughts, Magistrate."
TALOSIAN,The Cage,We find excellent memory capacity.
TALOSIAN,The Cage,A curious species.
TALOSIAN,The Cage,They have fantasies they hide even from themselves.
TALOSIAN,The Cage,Their method of storing records is crude and consumed much time.
TALOSIAN,The Cage,Are you prepared to assimilate it?
TALOSIAN,The Cage,Your unsuitability has condemned the Talosian race to eventual death.
TALOSIAN,The Cage,Is this not sufficient?
MAGISTRATE,The Cage,This is no surprise since his vessel was baited here so easily with a simulated message.
MAGISTRATE,The Cage,"As you can read in its thoughts, it is only now beginning to suspect that the survivors and encampment were a simple illusion we placed in their minds."
MAGISTRATE,The Cage,You will note the confusion as it reads our thought transmissions.
MAGISTRATE,The Cage,You now see the primitive fear threat reaction.
MAGISTRATE,The Cage,"The specimen is about to boast of his strength, the weaponry of his vessel, and so on."
MAGISTRATE,The Cage,"Next, frustrated into a need to display physical prowess, the creature will throw himself against the transparency."
MAGISTRATE,The Cage,"Despite its frustration, the creature appears more adaptable than our specimens from other planets."
MAGISTRATE,The Cage,We can soon begin the experiment.
MAGISTRATE,The Cage,I read most strongly a recent death struggle in which it fought to protect its life.
MAGISTRATE,The Cage,"We will begin with this, giving the specimen something more interesting to protect."
MAGISTRATE,The Cage,The vial contains a nourishing protein complex.
MAGISTRATE,The Cage,"If the form and the colour is not appealing, it can appear as any food you wish to visualise."
MAGISTRATE,The Cage,To starve?
MAGISTRATE,The Cage,You overlook the unpleasant alternative of punishment.
MAGISTRATE,The Cage,From a fable you once heard in childhood.
MAGISTRATE,The Cage,You will now consume the nourishment.
MAGISTRATE,The Cage,"If you continue to disobey, from deeper in your mind, there are things even more unpleasant."
MAGISTRATE,The Cage,Now to the female.
MAGISTRATE,The Cage,"As you've conjectured, an Earth vessel did crash on our planet, but with only a single survivor."
MAGISTRATE,The Cage,We repaired the survivor's injuries and found the species interesting.
MAGISTRATE,The Cage,It became necessary to attract a mate.
MAGISTRATE,The Cage,This is necessary in order to perpetuate the species.
MAGISTRATE,The Cage,We wish our specimens to be happy in their new life.
MAGISTRATE,The Cage,With the female now properly conditioned.
MAGISTRATE,The Cage,"First, an emotion of protectiveness."
MAGISTRATE,The Cage,Now one of sympathy.
MAGISTRATE,The Cage,Excellent.
MAGISTRATE,The Cage,"Since you resist the present specimen, you now have a selection."
MAGISTRATE,The Cage,Each of the two new specimens has qualities in her favour.
MAGISTRATE,The Cage,The female you call Number One has the superior mind and would produce highly intelligent children.
MAGISTRATE,The Cage,"Although she seems to lack emotion, this is largely a pretence."
MAGISTRATE,The Cage,She has often has fantasies involving you.
MAGISTRATE,The Cage,The other new arrival has considered you unreachable but now is realising this has changed.
MAGISTRATE,The Cage,"The factors in her favour are youth and strength, plus unusually strong female drives."
MAGISTRATE,The Cage,Wrong thinking is punishable.
MAGISTRATE,The Cage,Right thinking will be as quickly rewarded.
MAGISTRATE,The Cage,You will find it an effective combination.
MAGISTRATE,The Cage,Your ship.
MAGISTRATE,The Cage,Release me or we'll destroy it.
MAGISTRATE,The Cage,"As you see, your attempt to escape accomplished nothing."
MAGISTRATE,The Cage,You are now on the surface where we wished you to be.
MAGISTRATE,The Cage,"With the female of your choice, you will now begin carefully guided lives."
MAGISTRATE,The Cage,That is your choice.
MAGISTRATE,The Cage,"To help you reclaim the planet's surface, our zoological gardens will furnish a variety of plant life."
MAGISTRATE,The Cage,"Since our lifespan is many times yours, we have time to evolve you into a society trained to serve as artisans, technicians"
MAGISTRATE,The Cage,Is this a deception?
MAGISTRATE,The Cage,Do you intend to destroy yourselves?
MAGISTRATE,The Cage,We had not believed this possible.
MAGISTRATE,The Cage,The customs and history of your race show a unique hatred of captivity.
MAGISTRATE,The Cage,"Even when it's pleasant and benevolent, you prefer death."
MAGISTRATE,The Cage,This makes you too violent and dangerous a species for our needs.
MAGISTRATE,The Cage,No other specimen has shown your adaptability.
MAGISTRATE,The Cage,You were our last hope.
MAGISTRATE,The Cage,Your race would learn our power of illusion and destroy itself too.
MAGISTRATE,The Cage,This is the female's true appearance.
MAGISTRATE,The Cage,It was necessary to convince you her desire to stay is an honest one.
MAGISTRATE,The Cage,And more.
MAGISTRATE,The Cage,She has an illusion and you have reality.
MAGISTRATE,The Cage,May you find your way as pleasant.
OFFICER,The Cage,"Nice place you have here, Mister Pike."
OFFICER,The Cage,Funny how they are on this planet.
OFFICER,The Cage,They actually like being taken advantage of.
OFFICER,The Cage,"Suppose you had all of space to choose from, and this was only one small sample."
ORION,The Cage,Wouldn't you say it was worth a man's soul?
SPOCK,"Where
No Man Has Gone Before","Your move, Captain."
SPOCK,"Where
No Man Has Gone Before",I'll have you checkmated your next move.
SPOCK,"Where
No Man Has Gone Before",Irritating?
SPOCK,"Where
No Man Has Gone Before","Ah, yes."
SPOCK,"Where
No Man Has Gone Before",One of your Earth emotions.
SPOCK,"Where
No Man Has Gone Before",The fact one of my ancestors married a human female
SPOCK,"Where
No Man Has Gone Before",Not large enough even for a lifeboat.
SPOCK,"Where
No Man Has Gone Before",More like destroyed the ship in this case.
SPOCK,"Where
No Man Has Gone Before",Look at it.
SPOCK,"Where
No Man Has Gone Before","Burnt,
pitted."
SPOCK,"Where
No Man Has Gone Before",He played most illogically.
SPOCK,"Where
No Man Has Gone Before","His next move should have been the
rook."
SPOCK,"Where
No Man Has Gone Before",The tapes are burnt out.
SPOCK,"Where
No Man Has Gone Before",Trying the memory banks.
SPOCK,"Where
No Man Has Gone Before",Getting something from the recorder now.
SPOCK,"Where
No Man Has Gone Before",Decoding memory banks.
SPOCK,"Where
No Man Has Gone Before",I'll try to interpolate.
SPOCK,"Where
No Man Has Gone Before","The Valiant had
encountered a magnetic space storm and was being swept in this
direction."
SPOCK,"Where
No Man Has Gone Before","Swept past this point, about a half light year out of the
galaxy, they were thrown clear, turned, and headed back into the galaxy
here."
SPOCK,"Where
No Man Has Gone Before",I'm not getting it all.
SPOCK,"Where
No Man Has Gone Before",The tapes are pretty badly burned.
SPOCK,"Where
No Man Has Gone Before","Sounds
like the ship had encountered some unknown force."
SPOCK,"Where
No Man Has Gone Before","Now, orders, counter
orders, repeated urgent requests for information from the ship's
computer records for anything concerning ESP in human beings."
SPOCK,"Where
No Man Has Gone Before",Severe damage.
SPOCK,"Where
No Man Has Gone Before",Seven crewmen dead.
SPOCK,"Where
No Man Has Gone Before","No, make that six."
SPOCK,"Where
No Man Has Gone Before","One
crewman seemed to have recovered."
SPOCK,"Where
No Man Has Gone Before","That's when they became interested in
extrasensory perception."
SPOCK,"Where
No Man Has Gone Before","More than interested, almost frantic about it."
SPOCK,"Where
No Man Has Gone Before","No, this must be garbled."
SPOCK,"Where
No Man Has Gone Before",I get something about destruct.
SPOCK,"Where
No Man Has Gone Before","I must have
read it wrong."
SPOCK,"Where
No Man Has Gone Before","It sounded like the captain giving an order to destroy
his own ship."
SPOCK,"Where
No Man Has Gone Before",Force field of some kind.
SPOCK,"Where
No Man Has Gone Before",Sensor beam on.
SPOCK,"Where
No Man Has Gone Before",Deflectors full intensity.
SPOCK,"Where
No Man Has Gone Before","Deflectors say there's something there, sensors say there isn't."
SPOCK,"Where
No Man Has Gone Before",Density negative.
SPOCK,"Where
No Man Has Gone Before",Radiation negative.
SPOCK,"Where
No Man Has Gone Before",Energy negative.
SPOCK,"Where
No Man Has Gone Before",Negative!
SPOCK,"Where
No Man Has Gone Before","Damage control reports, all stations!"
SPOCK,"Where
No Man Has Gone Before","Main engines are out, sir."
SPOCK,"Where
No Man Has Gone Before",We're on emergency power cells.
SPOCK,"Where
No Man Has Gone Before","Casualties, nine dead."
SPOCK,"Where
No Man Has Gone Before","I think we've found that answer, Doctor."
SPOCK,"Where
No Man Has Gone Before","Before the Valiant was destroyed, its captain was frantically
searching for ESP information on his crew."
SPOCK,"Where
No Man Has Gone Before","Are there not also those who seem to see through solid objects,
cause fires to start spontaneously?"
SPOCK,"Where
No Man Has Gone Before",Doctor Dehner is speaking of normal ESP power.
SPOCK,"Where
No Man Has Gone Before","He's reading even faster now than just a few
moments ago."
SPOCK,"Where
No Man Has Gone Before","Is that Gary Mitchell, the one you used to know?"
SPOCK,"Where
No Man Has Gone Before",Our subject is not Gary Mitchell.
SPOCK,"Where
No Man Has Gone Before","Our concern is, rather, what
he is mutating into."
SPOCK,"Where
No Man Has Gone Before",Have you noted evidence of unusual powers?
SPOCK,"Where
No Man Has Gone Before","And on my monitor screen I could see Mitchell smiling each time
it happened, as if this ship and crew were almost a toy for his
amusement."
SPOCK,"Where
No Man Has Gone Before","In less time than that, he will have attained powers we can't
understand and can't cope with."
SPOCK,"Where
No Man Has Gone Before","Soon we'll be not only useless to him,
but actually an annoyance."
SPOCK,"Where
No Man Has Gone Before","We'll never reach an Earth base with him aboard, Jim."
SPOCK,"Where
No Man Has Gone Before","You heard
the mathematics of it."
SPOCK,"Where
No Man Has Gone Before","In a month he'll have as much in common with us
as we'd have with a ship full of white mice."
SPOCK,"Where
No Man Has Gone Before",Recommendation one.
SPOCK,"Where
No Man Has Gone Before","There's a planet a few light days away from
here."
SPOCK,"Where
No Man Has Gone Before",Delta Vega.
SPOCK,"Where
No Man Has Gone Before",It has a lithium cracking station.
SPOCK,"Where
No Man Has Gone Before","We may be able to
adapt some of its power packs to our engines."
SPOCK,"Where
No Man Has Gone Before",It is the only possible way to get Mitchell off this ship.
SPOCK,"Where
No Man Has Gone Before",Then you have one other choice.
SPOCK,"Where
No Man Has Gone Before","Kill Mitchell while you still
can."
SPOCK,"Where
No Man Has Gone Before","It is your only other choice, assuming you make it while you
still have time."
SPOCK,"Where
No Man Has Gone Before","The captain of the Valiant probably felt the same way, and he
waited too long to make his decision."
SPOCK,"Where
No Man Has Gone Before",I think we've both guessed that.
SPOCK,"Where
No Man Has Gone Before",He's regaining consciousness.
SPOCK,"Where
No Man Has Gone Before","Fighting the force field drained his strength, for a while at
least."
SPOCK,"Where
No Man Has Gone Before",He could be handled now.
SPOCK,"Where
No Man Has Gone Before",He tried to get through the force field again.
SPOCK,"Where
No Man Has Gone Before","His eyes changed
back faster."
SPOCK,"Where
No Man Has Gone Before",He didn't become as weak.
SPOCK,"Where
No Man Has Gone Before",Because she feels.
SPOCK,"Where
No Man Has Gone Before",I don't.
SPOCK,"Where
No Man Has Gone Before",All I know is logic.
SPOCK,"Where
No Man Has Gone Before","In my opinion
we'll be lucky if we can repair this ship and get away in time."
SPOCK,"Where
No Man Has Gone Before",If he should try to stop us
SPOCK,"Where
No Man Has Gone Before","I felt for him, too."
KIRK,"Where
No Man Has Gone Before",We should have intercepted by now.
KIRK,"Where
No Man Has Gone Before",The Bridge said they'd call.
KIRK,"Where
No Man Has Gone Before","Have I ever mentioned you play a very irritating game of chess,
Mister Spock?"
KIRK,"Where
No Man Has Gone Before",Certain you don't know what irritation is?
KIRK,"Where
No Man Has Gone Before",Terrible having bad blood like that.
KIRK,"Where
No Man Has Gone Before","No visual contact, Mister Kelso?"
KIRK,"Where
No Man Has Gone Before","Lock onto it, Mister Kelso."
KIRK,"Where
No Man Has Gone Before",Bring it aboard.
KIRK,"Where
No Man Has Gone Before","Old-style ship recorder that could be ejected
when something threatened the ship."
KIRK,"Where
No Man Has Gone Before",Let's hope its tapes are intact.
KIRK,"Where
No Man Has Gone Before","We'll feed it through Mister
Spock's computer."
